Rank,Word,Pronunciation,PoS,Definition
614,compare,/kəmˈpɛər/,verb,to consider how similar and different things are
581,complete,/kəmˈplit/,verb,to finish or reach the end of doing something
429,computer,/kəmˈpju.tər/,noun,a machine for storing information and accessing the internet
445,condition,/kənˈdɪ.ʃən/,noun,"state of living you are in (e.g., good health)"
600,contact,/ˈkɑn.tækt/,verb,to get in touch with someone
663,contain,/kənˈteɪn/,verb,to hold something inside something else
714,contract,/ˈkɑn.trækt/,noun,"legal agreement (e.g., for doing work for money)"
514,couple,/ˈkʌp.əl/,noun,two of something; two people; a pair
615,court,/kɔrt/,noun,"large, flat area, to play tennis or basketball"
424,cover,/ˈkʌv.ər/,noun,thing you put over something to close or hide it
568,culture,/ˈkʌl.tʃər/,noun,beliefs and customs of a particular group
590,current,/ˈkʌ.rənt/,adj,happening or being in the present time
487,customer,/ˈkʌs.tə.mər/,noun,someone who buys goods or services from a business
456,cut,/kʌt/,verb,to use a knife or scissors to divide or open the surface
556,data,/ˈdæt.ə/,noun,facts or information used to calculate or analyze
483,date,/deɪt/,noun,a day in the calendar such as January 3rd
505,death,/dɛθ/,noun,when someone dies; the end of life
449,decision,/dɪˈsɪʒ.ən/,noun,a choice you make about something after thinking about it
798,degree,/dɪˈgri/,noun,unit for measuring temperature or angles
570,demand,/dɪˈmænd/,verb,to strongly request someone to do something; insist
736,department,/dɪˈpɑrt.mənt/,noun,division of a larger part or organization
731,depend,/dɪˈpɛnd/,verb,"to need (someone or something) for support, help, etc."
457,describe,/dɪˈskraɪb/,verb,"to tell someone the appearance, sound or smell of something"
441,design,/dɪˈzaɪn/,verb,to plan in a particular way to fulfill a purpose
771,despite,/dɪˈspaɪt/,prep,without being affected by something; in spite of
472,detail,/dɪˈteɪl/,noun,small part of something; tiny fact
708,determine,/dɪˈtɜr.mɪn/,verb,to control exactly how something will be or act
454,die,/daɪ/,verb,to stop living
473,difference,/ˈdɪf.ər.əns/,noun,not of the same kind; unlike other things
470,difficult,/ˈdɪf.ɪˌkʌlt/,adj,hard; not easy; you need to work hard to do it
724,direct,/dɪˈrɛkt/,verb,to tell someone to do something in a straight-talking way
727,director,/dɪˈrɛk.tər/,noun,senior person who manages part of an organization
605,discuss,/dɪsˈkʌs/,verb,to talk about something seriously or in great detail
764,discussion,/dɪˈskʌʃ.ən/,noun,any long communication about some particular topic
763,doctor,/ˈdɑk.tər/,noun,a professional who is trained and licensed to treat sick or injured people; a person who has the highest degree given by a university
490,door,/dɔr/,noun,you walk through this when you go in a room
481,draw,/drɔ/,verb,to create an image using pen or pencil and paper
655,drink,/drɪŋk/,verb,to put water in your body through your mouth
640,drop,/drɒp/,verb,to let something fall from your hand
721,drug,/drʌg/,noun,chemical used as a medicine
574,due,/dju/,adj,when something is required or expected
408,easy,/ˈi.zi/,adj,not hard to do; not difficult
476,eat,/it/,verb,to put food in your mouth
493,economic,/ˌɛk.əˈnɑm.ɪk/,adj,"having to do with trade, industry, and money"
699,economy,/ɪˈkɑn.ə.mi/,noun,"total of all the goods, services, and wages in an area"
531,education,/ˌɛdʒ.ʊˈkeɪ.ʃən/,noun,process of giving or receiving teaching
577,effort,/ˈɛf.ərt/,noun,amount of work used trying to do something
757,election,/ɪˈlɛk.ʃən/,noun,process of choosing someone by voting
466,else,/ɛls/,adv,otherwise; if you fail to...
624,employee,/ɛmˈplɔɪ.i/,noun,person who works for someone else for payment
504,enjoy,/ɛnˈdʒɔɪ/,verb,to take pleasure in something
717,enter,/ˈɛn.tər/,verb,to go into a room
712,environment,/ɛnˈvaɪ.rən.mənt/,noun,natural world in which plants and animals live
460,especially,/ɪˈspɛʃ.ə.li/,adv,more than usual; extremely
696,establish,/ɪˈstæb.lɪʃ/,verb,to set or create something to last for a long time
679,evening,/ˈiv.nɪŋ/,noun,last part of the day and early part of the night
442,event,/ɪˈvɛnt/,noun,something that happens
650,everyone,/ˈɛv.riˌwʌn/,pron,every person; everybody
422,everything,/ˈɛv.riˌθɪŋ/,pron,all of the things mentioned
592,evidence,/ˈɛv.ɪ.dəns/,noun,factual proof that helps to establish the truth
670,exactly,/ɪgˈzækt.li/,adv,no more and no less than; precisely
593,exist,/ɪgˈzɪst/,verb,"to be present, alive or real"
489,explain,/ɪkˈspleɪn/,verb,to make clear or easy to understand by describing
636,factor,/ˈfæk.tər/,noun,something that influences a result
711,fail,/feɪl/,verb,"to not achieve a goal, or to go wrong"
631,fast,/fæst/,adj,moving or able to move quickly
448,father,/ˈfɑ.ðər/,noun,a male parent
793,fear,/fɪər/,noun,unpleasant feeling caused by being aware of danger
635,feature,/ˈfi.tʃər/,noun,distinctive or important point of something
540,field,/fild/,noun,"open area of land, especially without buildings"
595,fight,/faɪt/,noun,act of trying to hurt someone by hitting them
433,film,/fɪlm/,noun,movie
698,final,/ˈfaɪn.l/,adj,being the last thing in a series
499,finally,/ˈfaɪ.nə.li/,adv,after a long time or some difficulty
644,financial,/faɪˈnæn.ʃəl/,adj,involving money
597,fine,/faɪn/,adj,"good, acceptable or satisfactory"
609,finish,/ˈfɪn.ɪʃ/,noun,end of something; completion
613,fire,/ˈfaɪ.ər/,noun,heat and the flame produced when burning
628,firm,/fɜrm/,adj,"fairly hard or solid, not soft"
700,fit,/fɪt/,adj,proper or acceptable; morally or socially correct
751,floor,/flɔr/,noun,part of a room on which you stand
550,focus,/ˈfoʊ.kəs/,noun,main purpose or center of interest or activity
576,foot,/fʊt/,noun,lowest part of the leg we use to stand on
633,foreign,/ˈfɔr.ɪn/,adj,being of a different place or country
651,forget,/fərˈgɛt/,verb,to not remember something
599,former,/ˈfɔr.mər/,det,"being something previously, but not now"
452,forward,/ˈfɔr.wərd/,adv,toward what is ahead or in front
488,front,/frʌnt/,adj,opposite of back; the forward part of an object
410,full,/fʊl/,adj,containing or holding as much as possible
702,function,/ˈfʌŋk.ʃən/,noun,what something is intended to be used for; purpose
527,fund,/fʌnd/,noun,to supply money for something
737,gain,/geɪn/,verb,"to get something wanted, needed, or valued"
404,general,/ˈdʒɛn.ər.əl/,adj,"widespread, normal or usual"
463,girl,/gɜrl/,noun,a female child
586,ground,/graʊnd/,verb,solid surface of the earth that we stand on
678,growth,/groʊθ/,noun,act of growing
701,guy,/gaɪ/,noun,informal man; boy; any person
513,happy,/ˈhæp.i/,adj,feeling pleasure or joy; glad
475,health,/hɛlθ/,noun,being in a good condition; being well
622,heart,/hɑrt/,noun,part of the body that pumps blood
458,himself,/hɪmˈsɛlf/,pron,the same (male) person who did the action
695,hit,/hɪt/,verb,"to fight, attack or damage something or someone"
742,holiday,/ˈhɑ.lɪˌdeɪ/,noun,day when people don't go to work or school
782,hospital,/ˈhɑs.pɪ.tl/,noun,"building for sick people, with doctors and nurses"
759,hotel,/hoʊˈtɛl/,noun,place where people can stay when traveling
428,human,/ˈhju.mən/,noun,"a person; a man, woman or child"
704,image,/ˈɪm.ɪdʒ/,noun,"picture, sculpture, or painting of something"
508,improve,/ɪmˈpruv/,verb,"to make, or become, something better"
697,indeed,/ɪnˈdid/,adv,actually; in fact; in reality
409,individual,/ˌɪn.dəˈvɪdʒ.u.əl/,noun,"single person, looked at separately from others"
530,industry,/ˈɪn.də.stri/,noun,factories or businesses that make certain products
680,influence,/ˈɪn.flu.əns/,verb,to affect what happens; change something (indirectly)
660,inside,/ˌɪnˈsaɪd/,adj,being in something
553,instead,/ɪnˈstɛd/,adv,when one thing is replaced by another
662,international,/ˌɪn.tərˈnæʃ.ə.nl/,adj,"done or relating to several countries, not just your own"
784,interview,/ˈɪn.tərˌvju/,verb,to formally ask questions about a given topic
772,introduce,/ˌɪn.trəˈdus/,verb,to make someone known to another by name
747,item,/ˈaɪ.təm/,noun,"distinct, individual thing, often part of a group"
538,itself,/ɪtˈsɛlf/,pron,referring to it
469,join,/dʒɔɪn/,verb,"to bring something close to another, to become one"
659,key,/ki/,noun,something you use to open a lock or start a car
529,kid,/kɪd/,noun,informal child or young person
533,kill,/kɪl/,verb,to end the life of a person or other living thing
619,knowledge,/ˈnɑl.ɪdʒ/,noun,"information, understanding, or skill"
729,lack,/læk/,verb,"to not have, or not have enough, of something"
497,land,/lænd/,noun,the earth; the ground
620,laugh,/lɑf/,verb,to make a happy sound when something is funny
421,law,/lɔ/,noun,system or rules made by the government
596,leader,/ˈli.dər/,noun,person who is in charge of a group or task
582,lie,/laɪ/,verb,to say something that you know is not true
535,likely,/ˈlaɪk.li/,adj,referring to the chance that something will actually happen
572,limit,/ˈlɪm.ɪt/,noun,point beyond which it is not possible to go
770,link,/lɪŋk/,verb,to join or connect together
523,list,/lɪst/,noun,"series of written names, words or numbers"
573,listen,/ˈlɪs.ən/,verb,to use your ears to hear and understand things
745,machine,/məˈʃin/,noun,piece of equipment used to do work
453,main,/meɪn/,adj,most important; most often used
438,major,/ˈmeɪ.dʒər/,adj,"important, serious, or large in scope"
625,manage,/ˈmæn.ɪdʒ/,verb,to run or operate a business by directing others
692,management,/ˈmæn.ɪdʒ.mənt/,noun,people who are in control of a business or group
661,manager,/ˈmæn.ɪ.dʒər/,noun,person who controls and runs a business or group
743,mark,/mɑrk/,verb,to make or leave a visible sign on something; a writing symbol
775,marry,/ˈmær.i/,verb,to become the husband or wife of someone
571,material,/məˈtɪər.i.əl/,noun,substance from which a thing is made of
464,maybe,/ˈmeɪ.bi/,adv,possibly but not certainly; perhaps
532,measure,/ˈmɛʒ.ər/,verb,"to calculate size, weight or temperature of"
689,medium,/ˈmi.di.əm/,noun,"middle size, something between other things"
564,mention,/ˈmɛn.ʃən/,verb,to refer to or talk or write about something
755,method,/ˈmɛθ.əd/,noun,organized and planned way of doing something
777,mile,/maɪl/,noun,unit of distance; 1.6 kilometers
758,military,/ˈmɪl.ɪˌtɛr.i/,noun,concerning soldiers or the armed forces
645,miss,/mɪs/,verb,"to be too late to ride on something (e.g., train or bus)"
485,model,/ˈmɑd.l/,noun,a copy that represents an object or standard
434,morning,/ˈmɔr.nɪŋ/,noun,early part of the day before 12 noon
762,movie,/ˈmu.vi/,noun,motion picture; film
669,myself,/maɪˈsɛlf/,pron,same person as did the action mentioned
767,nation,/ˈneɪ.ʃən/,noun,area or region controlled by a government and army
537,national,/ˈnæ.ʃə.nl/,adj,concerning a nation as a whole
666,nature,/ˈneɪ.tʃər/,noun,"physical world, including plants, animals, rocks"
427,near,/nɪər/,adj,with a small distance between things
768,nearly,/ˈnɪər.li/,adv,not completely; almost
676,necessary,/ˈnɛs.əˌsɛr.i/,adj,needed or required; unavoidable
546,news,/nuz/,noun,information about recent events
506,nice,/naɪs/,adj,good or enjoyable
664,notice,/ˈnoʊ.tɪs/,verb,"to become aware by sight, touch, or hearing"
718,occur,/əˈkɜr/,verb,to come to pass or to happen
643,official,/əˈfɪʃ.əl/,adj,of or done by someone in authority; formal
656,opinion,/əˈpɪn.jən/,noun,a person's thoughts on a topic
520,opportunity,/ˌɑp.ərˈtu.nɪ.ti/,noun,time/situation when a thing might be done; chance
512,organization,/ˌɑ.ɡə.naɪˈzeɪ.ʃən/,noun,formal group of people with a particular purpose
491,outside,/ˈaʊt.saɪd/,noun,"area around or near something, such as a building"
652,page,/peɪdʒ/,noun,one side of a sheet of paper
672,paint,/peɪnt/,verb,to apply something; coat
425,paper,/ˈpeɪ.pər/,noun,pages of a book are made from this
657,park,/pɑrk/,verb,to put your car or bike in a certain place for a time
467,particular,/pərˈtɪk.jə.lər/,adj,one specific (one)
601,particularly,/pərˈtɪk.jə.lər.li/,adv,specially; more than others
416,pass,/pæs/,verb,to travel through or near a place
589,patient,/ˈpeɪ.ʃənt/,adj,not getting annoyed when things take a long time
649,pause,/pɑz/,verb,to stop doing for a while before continuing
549,percent,/pərˈsɛnt/,noun,one one-hundredth of a whole
559,performance,/pərˈfɔr.məns/,noun,activity done to entertain an audience
413,perhaps,/pərˈhæps/,adv,"possibly, but not certainly; maybe"
585,personal,/ˈpɜr.sə.nl/,adj,done by or to a particular person; individual
479,phone,/foʊn/,verb,to talk to someone using a telephone
583,pick,/pɪk/,verb,to decide on a thing from various choices; select
509,picture,/ˈpɪk.tʃər/,noun,"painting, drawing or photograph on paper or screen"
608,piece,/pis/,noun,small part that of something larger
671,plant,/plænt/,noun,living thing with leaves and roots growing in soil
715,player,/ˈpleɪ.ər/,noun,person who plays sports
471,please,/pliz/,adv,you say this when you politely ask people for things
616,police,/pəˈlis/,noun,"people, often in uniforms, who solve crimes"
618,poor,/pʊər/,adj,without money; not rich
790,popular,/ˈpɑp.jə.lər/,adj,liked or enjoyed by many people
710,population,/ˌpɑp.jəˈleɪ.ʃən/,noun,"number of people who live in a country, area, etc."
